Time(s),CH1(V),CH2(V)
-0.037129,4.532871,0.473197
-0.037122,4.532871,0.473197
-0.037116,4.532871,0.473197
-0.037109,4.532871,0.473197
-0.037103,4.532871,0.473197
-0.037096,4.532871,0.473197
-0.037090,4.532871,0.473197
-0.037083,4.532871,0.473197
-0.037077,4.532871,0.473197
-0.037070,4.532871,0.473197
-0.037064,4.532871,0.473197
-0.037057,4.532871,0.473197
-0.037051,4.532871,0.473197
-0.037044,4.532871,0.473197
-0.037038,4.532871,0.473197
-0.037031,4.532871,0.473197
-0.037025,4.532871,0.473197
-0.037018,4.532871,0.473197
-0.037012,4.532871,0.473197
-0.037005,4.532871,0.473197
-0.036999,4.532871,0.473197
-0.036992,4.532871,0.473197
-0.036986,4.532871,0.473197
-0.036979,4.532871,0.473197
-0.036973,4.532871,0.473197
-0.036966,4.532871,0.473197
-0.036960,4.532871,0.473197
-0.036953,4.532871,0.473197
-0.036947,4.532871,0.473197
-0.036940,4.532871,0.473197
-0.036934,4.532871,0.473197
-0.036927,4.532871,0.473197
-0.036921,4.532871,0.473197
-0.036914,4.532871,0.473197
-0.036908,4.532871,0.473197
-0.036901,4.532871,0.473197
-0.036895,4.532871,0.473197
-0.036888,4.532871,0.473197
-0.036882,4.532871,0.473197
-0.036875,4.532871,0.473197
-0.036868,4.532871,0.473197
-0.036862,4.532871,0.473197
-0.036855,4.532871,0.473197
-0.036849,4.532871,0.473197
-0.036842,4.532871,0.473197
-0.036836,4.532871,0.473197
-0.036829,4.532871,0.473197
-0.036823,4.532871,0.473197
-0.036816,4.532871,0.473197
-0.036810,4.532871,0.473197
-0.036803,4.532871,0.473197
-0.036797,4.532871,0.473197
-0.036790,4.532871,0.473197
-0.036784,4.532871,0.473197
-0.036777,4.532871,0.473197
-0.036771,4.532871,0.473197
-0.036764,4.532871,0.473197
-0.036758,4.532871,0.473197
-0.036751,4.532871,0.473197
-0.036745,4.532871,0.473197
-0.036738,4.532871,0.473197
-0.036732,4.532871,0.473197
-0.036725,4.532871,0.473197
-0.036719,4.532871,0.473197
-0.036712,4.532871,0.473197
-0.036706,4.532871,0.473197
-0.036699,4.532871,0.473197
-0.036693,4.532871,0.473197
-0.036686,4.532871,0.473197
-0.036680,4.532871,0.473197
-0.036673,4.532871,0.473197
-0.036667,4.532871,0.473197
-0.036660,4.532871,0.473197
-0.036654,4.532871,0.473197
-0.036647,4.532871,0.473197
-0.036641,4.532871,0.473197
-0.036634,4.532871,0.473197
-0.036628,4.532871,0.473197
-0.036621,4.532871,0.473197
-0.036615,4.532871,0.473197
-0.036608,4.532871,0.473197
-0.036602,4.532871,0.473197
-0.036595,4.532871,0.473197
