in s,C1 in V,C2 in V
-3.6013360E-02,1.42000381E+01,5.00003815E-01
-3.6012896E-02,1.42000381E+01,5.00003815E-01
-3.6012432E-02,1.42000381E+01,5.00003815E-01
-3.6011968E-02,1.42000381E+01,5.00003815E-01
-3.6011504E-02,1.42000381E+01,5.00003815E-01
-3.6011040E-02,1.42000381E+01,5.00003815E-01
-3.6010576E-02,1.42000381E+01,5.00003815E-01
-3.6010112E-02,1.42000381E+01,5.00003815E-01
-3.6009648E-02,1.42000381E+01,5.00003815E-01
-3.6009184E-02,1.42000381E+01,5.00003815E-01
-3.6008720E-02,1.42000381E+01,5.00003815E-01
-3.6008256E-02,1.42000381E+01,5.00003815E-01
-3.6007792E-02,1.42000381E+01,5.00003815E-01
-3.6007328E-02,1.42000381E+01,5.00003815E-01
-3.6006864E-02,1.42000381E+01,5.00003815E-01
-3.6006400E-02,1.42000381E+01,5.00003815E-01
-3.6005936E-02,1.42000381E+01,5.00003815E-01
-3.6005472E-02,1.42000381E+01,5.00003815E-01
-3.6005008E-02,1.42000381E+01,5.00003815E-01
-3.6004544E-02,1.42000381E+01,5.00003815E-01
-3.6004080E-02,1.42000381E+01,5.00003815E-01
-3.6003616E-02,1.42000381E+01,5.00003815E-01
-3.6003152E-02,1.42000381E+01,5.00003815E-01
-3.6002688E-02,1.42000381E+01,5.00003815E-01
-3.6002224E-02,1.42000381E+01,5.00003815E-01
-3.6001760E-02,1.42000381E+01,5.00003815E-01
-3.6001296E-02,1.42000381E+01,5.00003815E-01
-3.6000832E-02,1.42000381E+01,5.00003815E-01
-3.6000368E-02,1.42000381E+01,5.00003815E-01
-3.5999904E-02,1.42000381E+01,5.00003815E-01
-3.5999440E-02,1.42000381E+01,5.00003815E-01
-3.5998976E-02,1.42000381E+01,5.00003815E-01
-3.5998512E-02,1.42000381E+01,5.00003815E-01
-3.5998048E-02,1.42000381E+01,5.00003815E-01
-3.5997584E-02,1.42000381E+01,5.00003815E-01
-3.5997120E-02,1.42000381E+01,5.00003815E-01
-3.5996656E-02,1.42000381E+01,5.00003815E-01
-3.5996192E-02,1.42000381E+01,5.00003815E-01
-3.5995728E-02,1.42000381E+01,5.00003815E-01
-3.5995264E-02,1.42000381E+01,5.00003815E-01
-3.5994800E-02,1.42000381E+01,5.00003815E-01
-3.5994336E-02,1.42000381E+01,5.00003815E-01
-3.5993872E-02,1.42000381E+01,5.00003815E-01
-3.5993408E-02,1.42000381E+01,5.00003815E-01
-3.5992944E-02,1.42000381E+01,5.00003815E-01
-3.5992480E-02,1.42000381E+01,5.00003815E-01
-3.5992016E-02,1.42000381E+01,5.00003815E-01
-3.5991552E-02,1.42000381E+01,5.00003815E-01
-3.5991088E-02,1.42000381E+01,5.00003815E-01
-3.5990624E-02,1.42000381E+01,5.00003815E-01
-3.5990160E-02,1.42000381E+01,5.00003815E-01
-3.5989696E-02,1.42000381E+01,5.00003815E-01
-3.5989232E-02,1.42000381E+01,5.00003815E-01
-3.5988768E-02,1.42000381E+01,5.00003815E-01
-3.5988304E-02,1.42000381E+01,5.00003815E-01
-3.5987840E-02,1.42000381E+01,5.00003815E-01
-3.5987376E-02,1.42000381E+01,5.00003815E-01
-3.5986912E-02,1.42000381E+01,5.00003815E-01
-3.5986448E-02,1.42000381E+01,5.00003815E-01
-3.5985984E-02,1.42000381E+01,5.00003815E-01
-3.5985520E-02,1.42000381E+01,5.00003815E-01
-3.5985056E-02,1.42000381E+01,5.00003815E-01
-3.5984592E-02,1.42000381E+01,5.00003815E-01
-3.5984128E-02,1.42000381E+01,5.00003815E-01
-3.5983664E-02,1.42000381E+01,5.00003815E-01
-3.5983200E-02,1.42000381E+01,5.00003815E-01
-3.5982736E-02,1.42000381E+01,5.00003815E-01
-3.5982272E-02,1.42000381E+01,5.00003815E-01
-3.5981808E-02,1.42000381E+01,5.00003815E-01
-3.5981344E-02,1.42000381E+01,5.00003815E-01
-3.5980880E-02,1.42000381E+01,5.00003815E-01
-3.5980416E-02,1.42000381E+01,5.00003815E-01
-3.5979952E-02,1.42000381E+01,5.00003815E-01
-3.5979488E-02,1.42000381E+01,5.00003815E-01
-3.5979024E-02,1.42000381E+01,5.00003815E-01
-3.5978560E-02,1.42000381E+01,5.00003815E-01
-3.5978096E-02,1.42000381E+01,5.00003815E-01
-3.5977632E-02,1.42000381E+01,5.00003815E-01
-3.5977168E-02,1.42000381E+01,5.00003815E-01
-3.5976704E-02,1.42000381E+01,5.00003815E-01
-3.5976240E-02,1.42000381E+01,5.00003815E-01
-3.5975776E-02,1.42000381E+01,5.00003815E-01
-3.5975312E-02,1.42000381E+01,5.00003815E-01
-3.5974848E-02,1.42000381E+01,5.00003815E-01
-3.5974384E-02,1.42000381E+01,5.00003815E-01
-3.5973920E-02,1.42000381E+01,5.00003815E-01
-3.5973456E-02,1.42000381E+01,5.00003815E-01
-3.5972992E-02,1.42000381E+01,5.00003815E-01
-3.5972528E-02,1.42000381E+01,5.00003815E-01
-3.5972064E-02,1.42000381E+01,5.00003815E-01
-3.5971600E-02,1.42000381E+01,5.00003815E-01
-3.5971136E-02,1.42000381E+01,5.00003815E-01
-3.5970672E-02,1.42000381E+01,5.00003815E-01
-3.5970208E-02,1.42000381E+01,5.00003815E-01
-3.5969744E-02,1.42000381E+01,5.00003815E-01
-3.5969280E-02,1.42000381E+01,5.00003815E-01
-3.5968816E-02,1.42000381E+01,5.00003815E-01
-3.5968352E-02,1.42000381E+01,5.00003815E-01
-3.5967888E-02,1.42000381E+01,5.00003815E-01
-3.5967424E-02,1.42000381E+01,5.00003815E-01
-3.5966960E-02,1.42000381E+01,5.00003815E-01
-3.5966496E-02,1.42000381E+01,5.00003815E-01
-3.5966032E-02,1.42000381E+01,5.00003815E-01
-3.5965568E-02,1.42000381E+01,5.00003815E-01
-3.5965104E-02,1.42000381E+01,5.00003815E-01
-3.5964640E-02,1.42000381E+01,5.00003815E-01
-3.5964176E-02,1.42000381E+01,5.00003815E-01
-3.5963712E-02,1.42000381E+01,5.00003815E-01
-3.5963248E-02,1.42000381E+01,5.00003815E-01
-3.5962784E-02,1.42000381E+01,5.00003815E-01
-3.5962320E-02,1.42000381E+01,5.00003815E-01
-3.5961856E-02,1.42000381E+01,5.00003815E-01
-3.5961392E-02,1.42000381E+01,5.00003815E-01
-3.5960928E-02,1.42000381E+01,5.00003815E-01
-3.5960464E-02,1.42000381E+01,5.00003815E-01
-3.5960000E-02,1.42000381E+01,5.00003815E-01
-3.5959536E-02,1.42000381E+01,5.00003815E-01
-3.5959072E-02,1.42000381E+01,5.00003815E-01
-3.5958608E-02,1.42000381E+01,5.00003815E-01
-3.5958144E-02,1.42000381E+01,5.00003815E-01
-3.5957680E-02,1.42000381E+01,5.00003815E-01
-3.5957216E-02,1.42000381E+01,5.00003815E-01
-3.5956752E-02,1.42000381E+01,5.00003815E-01
-3.5956288E-02,1.42000381E+01,5.00003815E-01
-3.5955824E-02,1.42000381E+01,5.00003815E-01
-3.5955360E-02,1.42000381E+01,5.00003815E-01
-3.5954896E-02,1.42000381E+01,5.00003815E-01
-3.5954432E-02,1.42000381E+01,5.00003815E-01
-3.5953968E-02,1.42000381E+01,5.00003815E-01
-3.5953504E-02,1.42000381E+01,5.00003815E-01
-3.5953040E-02,1.42000381E+01,5.00003815E-01
-3.5952576E-02,1.42000381E+01,5.00003815E-01
-3.5952112E-02,1.42000381E+01,5.00003815E-01
-3.5951648E-02,1.42000381E+01,5.00003815E-01
-3.5951184E-02,1.42000381E+01,5.00003815E-01
-3.5950720E-02,1.42000381E+01,5.00003815E-01
-3.5950256E-02,1.42000381E+01,5.00003815E-01
-3.5949792E-02,1.42000381E+01,5.00003815E-01
-3.5949328E-02,1.42000381E+01,5.00003815E-01
-3.5948864E-02,1.42000381E+01,5.00003815E-01
-3.5948400E-02,1.42000381E+01,5.00003815E-01
-3.5947936E-02,1.42000381E+01,5.00003815E-01
-3.5947472E-02,1.42000381E+01,5.00003815E-01
-3.5947008E-02,1.42000381E+01,5.00003815E-01
-3.5946544E-02,1.42000381E+01,5.00003815E-01
-3.5946080E-02,1.42000381E+01,5.00003815E-01
-3.5945616E-02,1.42000381E+01,5.00003815E-01
