in s,C1 in V,C2 in V
-3.7891588E-02,3.6401343E+00,6.25003815E-01
-3.7891212E-02,3.6401343E+00,6.25003815E-01
-3.7890836E-02,3.6401343E+00,6.25003815E-01
-3.7890460E-02,3.6401343E+00,6.25003815E-01
-3.7890084E-02,3.6401343E+00,6.25003815E-01
-3.7889708E-02,3.6401343E+00,6.25003815E-01
-3.7889332E-02,3.6401343E+00,6.25003815E-01
-3.7888956E-02,3.6401343E+00,6.25003815E-01
-3.7888580E-02,3.6401343E+00,6.25003815E-01
-3.7888204E-02,3.6401343E+00,6.25003815E-01
-3.7887828E-02,3.6401343E+00,6.25003815E-01
-3.7887452E-02,3.6401343E+00,6.25003815E-01
-3.7887076E-02,3.6401343E+00,6.25003815E-01
-3.7886700E-02,3.6401343E+00,6.25003815E-01
-3.7886324E-02,3.6401343E+00,6.25003815E-01
-3.7885948E-02,3.6401343E+00,6.25003815E-01
-3.7885572E-02,3.6401343E+00,6.25003815E-01
-3.7885196E-02,3.6401343E+00,6.25003815E-01
-3.7884820E-02,3.6401343E+00,6.25003815E-01
-3.7884444E-02,3.6401343E+00,6.25003815E-01
-3.7884068E-02,3.6401343E+00,6.25003815E-01
-3.7883692E-02,3.6401343E+00,6.25003815E-01
-3.7883316E-02,3.6401343E+00,6.25003815E-01
-3.7882940E-02,3.6401343E+00,6.25003815E-01
-3.7882564E-02,3.6401343E+00,6.25003815E-01
-3.7882188E-02,3.6401343E+00,6.25003815E-01
-3.7881812E-02,3.6401343E+00,6.25003815E-01
-3.7881436E-02,3.6401343E+00,6.25003815E-01
-3.7881060E-02,3.6401343E+00,6.25003815E-01
-3.7880684E-02,3.6401343E+00,6.25003815E-01
-3.7880308E-02,3.6401343E+00,6.25003815E-01
-3.7879932E-02,3.6401343E+00,6.25003815E-01
-3.7879556E-02,3.6401343E+00,6.25003815E-01
-3.7879180E-02,3.6401343E+00,6.25003815E-01
-3.7878804E-02,3.6401343E+00,6.25003815E-01
-3.7878428E-02,3.6401343E+00,6.25003815E-01
-3.7878052E-02,3.6401343E+00,6.25003815E-01
-3.7877676E-02,3.6401343E+00,6.25003815E-01
-3.7877300E-02,3.6401343E+00,6.25003815E-01
-3.7876924E-02,3.6401343E+00,6.25003815E-01
-3.7876548E-02,3.6401343E+00,6.25003815E-01
-3.7876172E-02,3.6401343E+00,6.25003815E-01
-3.7875796E-02,3.6401343E+00,6.25003815E-01
-3.7875420E-02,3.6401343E+00,6.25003815E-01
-3.7875044E-02,3.6401343E+00,6.25003815E-01
-3.7874668E-02,3.6401343E+00,6.25003815E-01
-3.7874292E-02,3.6401343E+00,6.25003815E-01
-3.7873916E-02,3.6401343E+00,6.25003815E-01
-3.7873540E-02,3.6401343E+00,6.25003815E-01
-3.7873164E-02,3.6401343E+00,6.25003815E-01
-3.7872788E-02,3.6401343E+00,6.25003815E-01
-3.7872412E-02,3.6401343E+00,6.25003815E-01
-3.7872036E-02,3.6401343E+00,6.25003815E-01
-3.7871660E-02,3.6401343E+00,6.25003815E-01
-3.7871284E-02,3.6401343E+00,6.25003815E-01
-3.7870908E-02,3.6401343E+00,6.25003815E-01
-3.7870532E-02,3.6401343E+00,6.25003815E-01
-3.7870156E-02,3.6401343E+00,6.25003815E-01
-3.7869780E-02,3.6401343E+00,6.25003815E-01
-3.7869404E-02,3.6401343E+00,6.25003815E-01
-3.7869028E-02,3.6401343E+00,6.25003815E-01
-3.7868652E-02,3.6401343E+00,6.25003815E-01
-3.7868276E-02,3.6401343E+00,6.25003815E-01
-3.7867900E-02,3.6401343E+00,6.25003815E-01
-3.7867524E-02,3.6401343E+00,6.25003815E-01
-3.7867148E-02,3.6401343E+00,6.25003815E-01
-3.7866772E-02,3.6401343E+00,6.25003815E-01
-3.7866396E-02,3.6401343E+00,6.25003815E-01
-3.7866020E-02,3.6401343E+00,6.25003815E-01
-3.7865644E-02,3.6401343E+00,6.25003815E-01
-3.7865268E-02,3.6401343E+00,6.25003815E-01
-3.7864892E-02,3.6401343E+00,6.25003815E-01
-3.7864516E-02,3.6401343E+00,6.25003815E-01
-3.7864140E-02,3.6401343E+00,6.25003815E-01
-3.7863764E-02,3.6401343E+00,6.25003815E-01
-3.7863388E-02,3.6401343E+00,6.25003815E-01
-3.7863012E-02,3.6401343E+00,6.25003815E-01
-3.7862636E-02,3.6401343E+00,6.25003815E-01
-3.7862260E-02,3.6401343E+00,6.25003815E-01
-3.7861884E-02,3.6401343E+00,6.25003815E-01
-3.7861508E-02,3.6401343E+00,6.25003815E-01
-3.7861132E-02,3.6401343E+00,6.25003815E-01
-3.7860756E-02,3.6401343E+00,6.25003815E-01
-3.7860380E-02,3.6401343E+00,6.25003815E-01
-3.7860004E-02,3.6401343E+00,6.25003815E-01
-3.7859628E-02,3.6401343E+00,6.25003815E-01
-3.7859252E-02,3.6401343E+00,6.25003815E-01
-3.7858876E-02,3.6401343E+00,6.25003815E-01
-3.7858500E-02,3.6401343E+00,6.25003815E-01
-3.7858124E-02,3.6401343E+00,6.25003815E-01
-3.7857748E-02,3.6401343E+00,6.25003815E-01
-3.7857372E-02,3.6401343E+00,6.25003815E-01
-3.7856996E-02,3.6401343E+00,6.25003815E-01
-3.7856620E-02,3.6401343E+00,6.25003815E-01
-3.7856244E-02,3.6401343E+00,6.25003815E-01
-3.7855868E-02,3.6401343E+00,6.25003815E-01
-3.7855492E-02,3.6401343E+00,6.25003815E-01
-3.7855116E-02,3.6401343E+00,6.25003815E-01
-3.7854740E-02,3.6401343E+00,6.25003815E-01
-3.7854364E-02,3.6401343E+00,6.25003815E-01
-3.7853988E-02,3.6401343E+00,6.25003815E-01
-3.7853612E-02,3.6401343E+00,6.25003815E-01
-3.7853236E-02,3.6401343E+00,6.25003815E-01
-3.7852860E-02,3.6401343E+00,6.25003815E-01
-3.7852484E-02,3.6401343E+00,6.25003815E-01
-3.7852108E-02,3.6401343E+00,6.25003815E-01
-3.7851732E-02,3.6401343E+00,6.25003815E-01
-3.7851356E-02,3.6401343E+00,6.25003815E-01
-3.7850980E-02,3.6401343E+00,6.25003815E-01
-3.7850604E-02,3.6401343E+00,6.25003815E-01
-3.7850228E-02,3.6401343E+00,6.25003815E-01
-3.7849852E-02,3.6401343E+00,6.25003815E-01
-3.7849476E-02,3.6401343E+00,6.25003815E-01
-3.7849100E-02,3.6401343E+00,6.25003815E-01
-3.7848724E-02,3.6401343E+00,6.25003815E-01
-3.7848348E-02,3.6401343E+00,6.25003815E-01
-3.7847972E-02,3.6401343E+00,6.25003815E-01
-3.7847596E-02,3.6401343E+00,6.25003815E-01
-3.7847220E-02,3.6401343E+00,6.25003815E-01
-3.7846844E-02,3.6401343E+00,6.25003815E-01
-3.7846468E-02,3.6401343E+00,6.25003815E-01
-3.7846092E-02,3.6401343E+00,6.25003815E-01
-3.7845716E-02,3.6401343E+00,6.25003815E-01
-3.7845340E-02,3.6401343E+00,6.25003815E-01
-3.7844964E-02,3.6401343E+00,6.25003815E-01
-3.7844588E-02,3.6401343E+00,6.25003815E-01
-3.7844212E-02,3.6401343E+00,6.25003815E-01
-3.7843836E-02,3.6401343E+00,6.25003815E-01
-3.7843460E-02,3.6401343E+00,6.25003815E-01
-3.7843084E-02,3.6401343E+00,6.25003815E-01
-3.7842708E-02,3.6401343E+00,6.25003815E-01
-3.7842332E-02,3.6401343E+00,6.25003815E-01
-3.7841956E-02,3.6401343E+00,6.25003815E-01
-3.7841580E-02,3.6401343E+00,6.25003815E-01
-3.7841204E-02,3.6401343E+00,6.25003815E-01
-3.7840828E-02,3.6401343E+00,6.25003815E-01
-3.7840452E-02,3.6401343E+00,6.25003815E-01
-3.7840076E-02,3.6401343E+00,6.25003815E-01
-3.7839700E-02,3.6401343E+00,6.25003815E-01
-3.7839324E-02,3.6401343E+00,6.25003815E-01
-3.7838948E-02,3.6401343E+00,6.25003815E-01
-3.7838572E-02,3.6401343E+00,6.25003815E-01
-3.7838196E-02,3.6401343E+00,6.25003815E-01
-3.7837820E-02,3.6401343E+00,6.25003815E-01
-3.7837444E-02,3.6401343E+00,6.25003815E-01
-3.7837068E-02,3.6401343E+00,6.25003815E-01
-3.7836692E-02,3.6401343E+00,6.25003815E-01
-3.7836316E-02,3.6401343E+00,6.25003815E-01
-3.7835940E-02,3.6401343E+00,6.25003815E-01
-3.7835564E-02,3.6401343E+00,6.25003815E-01
-3.7835188E-02,3.6401343E+00,6.25003815E-01
-3.7834812E-02,3.6401343E+00,6.25003815E-01
-3.7834436E-02,3.6401343E+00,6.25003815E-01
-3.7834060E-02,3.6401343E+00,6.25003815E-01
-3.7833684E-02,3.6401343E+00,6.25003815E-01
-3.7833308E-02,3.6401343E+00,6.25003815E-01
-3.7832932E-02,3.6401343E+00,6.25003815E-01
-3.7832556E-02,3.6401343E+00,6.25003815E-01
-3.7832180E-02,3.6401343E+00,6.25003815E-01
-3.7831804E-02,3.6401343E+00,6.25003815E-01
-3.7831428E-02,3.6401343E+00,6.25003815E-01
-3.7831052E-02,3.6401343E+00,6.25003815E-01
-3.7830676E-02,3.6401343E+00,6.25003815E-01
-3.7830300E-02,3.6401343E+00,6.25003815E-01
-3.7829924E-02,3.6401343E+00,6.25003815E-01
-3.7829548E-02,3.6401343E+00,6.25003815E-01
-3.7829172E-02,3.6401343E+00,6.25003815E-01
-3.7828796E-02,3.6401343E+00,6.25003815E-01
-3.7828420E-02,3.6401343E+00,6.25003815E-01
-3.7828044E-02,3.6401343E+00,6.25003815E-01
-3.7827668E-02,3.6401343E+00,6.25003815E-01
-3.7827292E-02,3.6401343E+00,6.25003815E-01
-3.7826916E-02,3.6401343E+00,6.25003815E-01
-3.7826540E-02,3.6401343E+00,6.25003815E-01
-3.7826164E-02,3.6401343E+00,6.25003815E-01
-3.7825788E-02,3.6401343E+00,6.25003815E-01
-3.7825412E-02,3.6401343E+00,6.25003815E-01
-3.7825036E-02,3.6401343E+00,6.25003815E-01
-3.7824660E-02,3.6401343E+00,6.25003815E-01
-3.7824284E-02,3.6401343E+00,6.25003815E-01
-3.7823908E-02,3.6401343E+00,6.25003815E-01
-3.7823532E-02,3.6401343E+00,6.25003815E-01
-3.7823156E-02,3.6401343E+00,6.25003815E-01
-3.7822780E-02,3.6401343E+00,6.25003815E-01
-3.7822404E-02,3.6401343E+00,6.25003815E-01
-3.7822028E-02,3.6401343E+00,6.25003815E-01
-3.7821652E-02,3.6401343E+00,6.25003815E-01
-3.7821276E-02,3.6401343E+00,6.25003815E-01
-3.7820900E-02,3.6401343E+00,6.25003815E-01
-3.7820524E-02,3.6401343E+00,6.25003815E-01
-3.7820148E-02,3.6401343E+00,6.25003815E-01
-3.7819772E-02,3.6401343E+00,6.25003815E-01
-3.7819396E-02,3.6401343E+00,6.25003815E-01
-3.7819020E-02,3.6401343E+00,6.25003815E-01
-3.7818644E-02,3.6401343E+00,6.25003815E-01
-3.7818268E-02,3.6401343E+00,6.25003815E-01
-3.7817892E-02,3.6401343E+00,6.25003815E-01
-3.7817516E-02,3.6401343E+00,6.25003815E-01
-3.7817140E-02,3.6401343E+00,6.25003815E-01
-3.7816764E-02,3.6401343E+00,6.25003815E-01
-3.7816388E-02,3.6401343E+00,6.25003815E-01
-3.7816012E-02,3.6401343E+00,6.25003815E-01
-3.7815636E-02,3.6401343E+00,6.25003815E-01
-3.7815260E-02,3.6401343E+00,6.25003815E-01
-3.7814884E-02,3.6401343E+00,6.25003815E-01
-3.7814508E-02,3.6401343E+00,6.25003815E-01
-3.7814132E-02,3.6401343E+00,6.25003815E-01
-3.7813756E-02,3.6401343E+00,6.25003815E-01
-3.7813380E-02,3.6401343E+00,6.25003815E-01
-3.7813004E-02,3.6401343E+00,6.25003815E-01
-3.7812628E-02,3.6401343E+00,6.25003815E-01
-3.7812252E-02,3.6401343E+00,6.25003815E-01
-3.7811876E-02,3.6401343E+00,6.25003815E-01
-3.7811500E-02,3.6401343E+00,6.25003815E-01
-3.7811124E-02,3.6401343E+00,6.25003815E-01
-3.7810748E-02,3.6401343E+00,6.25003815E-01
-3.7810372E-02,3.6401343E+00,6.25003815E-01
-3.7809996E-02,3.6401343E+00,6.25003815E-01
-3.7809620E-02,3.6401343E+00,6.25003815E-01
-3.7809244E-02,3.6401343E+00,6.25003815E-01
-3.7808868E-02,3.6401343E+00,6.25003815E-01
-3.7808492E-02,3.6401343E+00,6.25003815E-01
-3.7808116E-02,3.6401343E+00,6.25003815E-01
-3.7807740E-02,3.6401343E+00,6.25003815E-01
-3.7807364E-02,3.6401343E+00,6.25003815E-01
-3.7806988E-02,3.6401343E+00,6.25003815E-01
-3.7806612E-02,3.6401343E+00,6.25003815E-01
-3.7806236E-02,3.6401343E+00,6.25003815E-01
-3.7805860E-02,3.6401343E+00,6.25003815E-01
-3.7805484E-02,3.6401343E+00,6.25003815E-01
-3.7805108E-02,3.6401343E+00,6.25003815E-01
-3.7804732E-02,3.6401343E+00,6.25003815E-01
-3.7804356E-02,3.6401343E+00,6.25003815E-01
-3.7803980E-02,3.6401343E+00,6.25003815E-01
-3.7803604E-02,3.6401343E+00,6.25003815E-01
-3.7803228E-02,3.6401343E+00,6.25003815E-01
-3.7802852E-02,3.6401343E+00,6.25003815E-01
-3.7802476E-02,3.6401343E+00,6.25003815E-01
-3.7802100E-02,3.6401343E+00,6.25003815E-01
-3.7801724E-02,3.6401343E+00,6.25003815E-01
-3.7801348E-02,3.6401343E+00,6.25003815E-01
-3.7800972E-02,3.6401343E+00,6.25003815E-01
-3.7800596E-02,3.6401343E+00,6.25003815E-01
-3.7800220E-02,3.6401343E+00,6.25003815E-01
-3.7799844E-02,3.6401343E+00,6.25003815E-01
-3.7799468E-02,3.6401343E+00,6.25003815E-01
-3.7799092E-02,3.6401343E+00,6.25003815E-01
-3.7798716E-02,3.6401343E+00,6.25003815E-01
-3.7798340E-02,3.6401343E+00,6.25003815E-01
-3.7797964E-02,3.6401343E+00,6.25003815E-01
-3.7797588E-02,3.6401343E+00,6.25003815E-01
-3.7797212E-02,3.6401343E+00,6.25003815E-01
-3.7796836E-02,3.6401343E+00,6.25003815E-01
-3.7796460E-02,3.6401343E+00,6.25003815E-01
-3.7796084E-02,3.6401343E+00,6.25003815E-01
-3.7795708E-02,3.6401343E+00,6.25003815E-01
-3.7795332E-02,3.6401343E+00,6.25003815E-01
-3.7794956E-02,3.6401343E+00,6.25003815E-01
-3.7794580E-02,3.6401343E+00,6.25003815E-01
-3.7794204E-02,3.6401343E+00,6.25003815E-01
-3.7793828E-02,3.6401343E+00,6.25003815E-01
-3.7793452E-02,3.6401343E+00,6.25003815E-01
-3.7793076E-02,3.6401343E+00,6.25003815E-01
-3.7792700E-02,3.6401343E+00,6.25003815E-01
-3.7792324E-02,3.6401343E+00,6.25003815E-01
-3.7791948E-02,3.6401343E+00,6.25003815E-01
-3.7791572E-02,3.6401343E+00,6.25003815E-01
-3.7791196E-02,3.6401343E+00,6.25003815E-01
-3.7790820E-02,3.6401343E+00,6.25003815E-01
-3.7790444E-02,3.6401343E+00,6.25003815E-01
-3.7790068E-02,3.6401343E+00,6.25003815E-01
-3.7789692E-02,3.6401343E+00,6.25003815E-01
-3.7789316E-02,3.6401343E+00,6.25003815E-01
